x[0]
0,2.04422e+12,4.08843e+12,6.13265e+12,8.17686e+12,1.02211e+13,1.22653e+13,1.43095e+13,1.63537e+13,1.83979e+13,2.04422e+13,2.24864e+13,2.45306e+13,2.65748e+13,2.8619e+13,3.06632e+13,3.27074e+13,3.47517e+13,3.67959e+13,3.88401e+13,4.08843e+13,4.29285e+13,4.49727e+13,4.7017e+13,4.90612e+13,5.11054e+13,5.22829e+13,5.3305e+13,5.43271e+13,5.53492e+13,5.63713e+13,5.73934e+13,5.84155e+13,5.94376e+13,6.04597e+13,6.14818e+13,6.25039e+13,6.3526e+13,6.45481e+13,6.55703e+13,6.65924e+13,6.76145e+13,6.86366e+13,6.96587e+13,7.06808e+13,7.17029e+13,7.2725e+13,7.37471e+13,7.47692e+13
2.04422e+12,2.89096e+12,4.571e+12,6.46438e+12,8.42852e+12,1.04235e+13,1.24345e+13,1.44548e+13,1.6481e+13,1.85112e+13,2.05441e+13,2.25791e+13,2.46156e+13,2.66533e+13,2.86919e+13,3.07313e+13,3.27713e+13,3.48117e+13,3.68526e+13,3.88939e+13,4.09354e+13,4.29772e+13,4.50192e+13,4.70614e+13,4.91037e+13,5.11463e+13,5.23025e+13,5.33239e+13,5.43453e+13,5.53668e+13,5.63883e+13,5.74099e+13,5.84315e+13,5.94531e+13,6.04747e+13,6.14964e+13,6.25181e+13,6.35398e+13,6.45616e+13,6.55834e+13,6.66051e+13,6.76269e+13,6.86487e+13,6.96706e+13,7.06924e+13,7.17143e+13,7.27361e+13,7.3758e+13,7.47799e+13
4.08843e+12,4.571e+12,5.78191e+12,7.37052e+12,9.14201e+12,1.10084e+13,1.29288e+13,1.48821e+13,1.6857e+13,1.88467e+13,2.0847e+13,2.2855e+13,2.4869e+13,2.68875e+13,2.89096e+13,3.09346e+13,3.2962e+13,3.49913e+13,3.70223e+13,3.90547e+13,4.10882e+13,4.31228e+13,4.51582e+13,4.71944e+13,4.92312e+13,5.12687e+13,5.23614e+13,5.33806e+13,5.44e+13,5.54196e+13,5.64393e+13,5.74593e+13,5.84793e+13,5.94995e+13,6.05198e+13,6.15402e+13,6.25607e+13,6.35812e+13,6.46019e+13,6.56226e+13,6.66434e+13,6.76643e+13,6.86852e+13,6.97062e+13,7.07272e+13,7.17483e+13,7.27694e+13,7.37906e+13,7.48118e+13
6.13265e+12,6.46438e+12,7.37052e+12,8.67287e+12,1.02211e+13,1.19197e+13,1.3713e+13,1.55683e+13,1.74658e+13,1.93931e+13,2.13422e+13,2.33076e+13,2.52855e+13,2.72732e+13,2.92687e+13,3.12705e+13,3.32774e+13,3.52886e+13,3.73034e+13,3.93213e+13,4.13417e+13,4.33644e+13,4.53889e+13,4.74152e+13,4.9443e+13,5.14441e+13,5.24592e+13,5.34748e+13,5.44909e+13,5.55074e+13,5.65242e+13,5.75414e+13,5.85589e+13,5.95767e+13,6.05947e+13,6.1613e+13,6.26315e+13,6.36501e+13,6.4669e+13,6.5688e+13,6.67072e+13,6.77265e+13,6.87459e+13,6.97655e+13,7.07852e+13,7.1805e+13,7.28249e+13,7.38449e+13,7.4865e+13
8.17686e+12,8.42852e+12,9.14201e+12,1.02211e+13,1.15638e+13,1.30894e+13,1.4741e+13,1.6481e+13,1.8284e+13,2.01332e+13,2.20169e+13,2.39269e+13,2.58575e+13,2.78043e+13,2.97642e+13,3.17348e+13,3.37141e+13,3.57007e+13,3.76935e+13,3.96915e+13,4.1694e+13,4.37003e+13,4.571e+13,4.77227e+13,4.97379e+13,5.15858e+13,5.25955e+13,5.36062e+13,5.46176e+13,5.56298e+13,5.66426e+13,5.76561e+13,5.867e+13,5.96845e+13,6.06994e+13,6.17147e+13,6.27304e+13,6.37464e+13,6.47627e+13,6.57794e+13,6.67963e+13,6.78134e+13,6.88308e+13,6.98484e+13,7.08662e+13,7.18842e+13,7.29024e+13,7.39208e+13,7.49393e+13
1.02211e+13,1.04235e+13,1.10084e+13,1.19197e+13,1.30894e+13,1.44548e+13,1.59658e+13,1.7585e+13,1.92851e+13,2.10465e+13,2.2855e+13,2.47003e+13,2.65748e+13,2.84726e+13,3.03894e+13,3.23219e+13,3.42673e+13,3.62236e+13,3.81891e+13,4.01625e+13,4.21426e+13,4.41285e+13,4.61196e+13,4.81151e+13,5.01146e+13,5.17668e+13,5.27698e+13,5.37742e+13,5.47798e+13,5.57865e+13,5.67942e+13,5.78029e+13,5.88124e+13,5.98226e+13,6.08335e+13,6.1845e+13,6.28571e+13,6.38698e+13,6.48829e+13,6.58965e+13,6.69105e+13,6.79249e+13,6.89397e+13,6.99548e+13,7.09702e+13,7.19859e+13,7.30019e+13,7.40182e+13,7.50347e+13
1.22653e+13,1.24345e+13,1.29288e+13,1.3713e+13,1.4741e+13,1.59658e+13,1.73457e+13,1.88467e+13,2.04422e+13,2.21116e+13,2.38394e+13,2.56139e+13,2.7426e+13,2.92687e+13,3.11366e+13,3.30253e+13,3.49316e+13,3.68526e+13,3.87863e+13,4.07307e+13,4.26845e+13,4.46463e+13,4.66153e+13,4.85904e+13,5.05711e+13,5.19864e+13,5.29813e+13,5.39782e+13,5.49768e+13,5.59769e+13,5.69785e+13,5.79814e+13,5.89855e+13,5.99906e+13,6.09967e+13,6.20037e+13,6.30115e+13,6.40201e+13,6.50293e+13,6.60392e+13,6.70498e+13,6.80608e+13,6.90724e+13,7.00845e+13,7.1097e+13,7.21099e+13,7.31233e+13,7.4137e+13,7.5151e+13
1.43095e+13,1.44548e+13,1.48821e+13,1.55683e+13,1.6481e+13,1.7585e+13,1.88467e+13,2.02367e+13,2.17303e+13,2.33076e+13,2.49528e+13,2.66533e+13,2.83991e+13,3.01825e+13,3.1997e+13,3.38378e+13,3.57007e+13,3.75824e+13,3.94804e+13,4.13922e+13,4.33161e+13,4.52506e+13,4.71944e+13,4.91463e+13,5.11054e+13,5.22435e+13,5.32291e+13,5.42173e+13,5.52079e+13,5.62005e+13,5.71949e+13,5.81911e+13,5.91889e+13,6.01881e+13,6.11886e+13,6.21903e+13,6.31931e+13,6.41969e+13,6.52016e+13,6.62073e+13,6.72137e+13,6.82209e+13,6.92287e+13,7.02372e+13,7.12464e+13,7.22561e+13,7.32663e+13,7.4277e+13,7.52882e+13
1.63537e+13,1.6481e+13,1.6857e+13,1.74658e+13,1.8284e+13,1.92851e+13,2.04422e+13,2.17303e+13,2.31277e+13,2.46156e+13,2.61787e+13,2.78043e+13,2.94821e+13,3.12036e+13,3.2962e+13,3.47517e+13,3.6568e+13,3.84073e+13,4.02664e+13,4.21426e+13,4.40337e+13,4.5938e+13,4.78539e+13,4.97799e+13,5.15656e+13,5.25372e+13,5.35124e+13,5.44909e+13,5.54723e+13,5.64563e+13,5.74428e+13,5.84315e+13,5.94221e+13,6.04146e+13,6.14087e+13,6.24044e+13,6.34015e+13,6.43999e+13,6.53995e+13,6.64003e+13,6.7402e+13,6.84048e+13,6.94084e+13,7.04129e+13,7.14181e+13,7.24241e+13,7.34307e+13,7.4438e+13,7.5446e+13
1.83979e+13,1.85112e+13,1.88467e+13,1.93931e+13,2.01332e+13,2.10465e+13,2.21116e+13,2.33076e+13,2.46156e+13,2.60186e+13,2.75021e+13,2.90538e+13,3.06632e+13,3.23219e+13,3.40225e+13,3.57592e+13,3.75268e+13,3.93213e+13,4.1139e+13,4.29772e+13,4.48331e+13,4.67048e+13,4.85904e+13,5.04884e+13,5.19067e+13,5.28661e+13,5.38299e+13,5.47977e+13,5.57691e+13,5.67438e+13,5.77214e+13,5.87017e+13,5.96845e+13,6.06695e+13,6.16566e+13,6.26456e+13,6.36364e+13,6.46288e+13,6.56226e+13,6.66179e+13,6.76145e+13,6.86122e+13,6.96111e+13,7.0611e+13,7.1612e+13,7.26138e+13,7.36165e+13,7.46199e+13,7.56242e+13
2.04422e+13,2.05441e+13,2.0847e+13,2.13422e+13,2.20169e+13,2.2855e+13,2.38394e+13,2.49528e+13,2.61787e+13,2.75021e+13,2.89096e+13,3.03894e+13,3.19317e+13,3.35276e+13,3.517e+13,3.68526e+13,3.85702e+13,4.03182e+13,4.2093e+13,4.38912e+13,4.571e+13,4.75472e+13,4.94007e+13,5.12687e+13,5.22829e+13,5.32291e+13,5.41807e+13,5.51369e+13,5.60975e+13,5.70619e+13,5.80299e+13,5.90012e+13,5.99753e+13,6.09522e+13,6.19316e+13,6.29133e+13,6.38971e+13,6.48829e+13,6.58705e+13,6.68598e+13,6.78506e+13,6.88429e+13,6.98366e+13,7.08315e+13,7.18277e+13,7.28249e+13,7.38232e+13,7.48224e+13,7.58226e+13
2.24864e+13,2.25791e+13,2.2855e+13,2.33076e+13,2.39269e+13,2.47003e+13,2.56139e+13,2.66533e+13,2.78043e+13,2.90538e+13,3.03894e+13,3.18005e+13,3.32774e+13,3.48117e+13,3.63962e+13,3.80246e+13,3.96915e+13,4.13922e+13,4.31228e+13,4.48797e+13,4.66601e+13,4.84613e+13,5.02811e+13,5.17668e+13,5.26925e+13,5.36249e+13,5.45634e+13,5.55074e+13,5.64563e+13,5.74099e+13,5.83676e+13,5.9329e+13,6.0294e+13,6.12621e+13,6.22332e+13,6.3207e+13,6.41833e+13,6.51619e+13,6.61427e+13,6.71255e+13,6.81101e+13,6.90965e+13,7.00845e+13,7.1074e+13,7.20649e+13,7.30571e+13,7.40506e+13,7.50453e+13,7.6041e+13
2.45306e+13,2.46156e+13,2.4869e+13,2.52855e+13,2.58575e+13,2.65748e+13,2.7426e+13,2.83991e+13,2.94821e+13,3.06632e+13,3.19317e+13,3.32774e+13,3.46915e+13,3.61659e+13,3.76935e+13,3.92681e+13,4.08843e+13,4.25374e+13,4.42231e+13,4.5938e+13,4.76789e+13,4.9443e+13,5.12279e+13,5.22238e+13,5.31341e+13,5.4052e+13,5.49768e+13,5.59078e+13,5.68446e+13,5.77866e+13,5.87334e+13,5.96845e+13,6.06396e+13,6.15984e+13,6.25607e+13,6.3526e+13,6.44943e+13,6.54653e+13,6.64388e+13,6.74146e+13,6.83925e+13,6.93725e+13,7.03544e+13,7.1338e+13,7.23233e+13,7.33102e+13,7.42985e+13,7.52882e+13,7.62791e+13
2.65748e+13,2.66533e+13,2.68875e+13,2.72732e+13,2.78043e+13,2.84726e+13,2.92687e+13,3.01825e+13,3.12036e+13,3.23219e+13,3.35276e+13,3.48117e+13,3.61659e+13,3.75824e+13,3.90547e+13,4.05765e+13,4.21426e+13,4.37481e+13,4.53889e+13,4.70614e+13,4.87621e+13,5.04884e+13,5.18269e+13,5.27118e+13,5.36062e+13,5.4509e+13,5.54196e+13,5.63372e+13,5.72612e+13,5.81911e+13,5.91264e+13,6.00667e+13,6.10115e+13,6.19605e+13,6.29133e+13,6.38698e+13,6.48296e+13,6.57924e+13,6.67581e+13,6.77265e+13,6.86974e+13,6.96706e+13,7.06459e+13,7.16233e+13,7.26026e+13,7.35837e+13,7.45665e+13,7.55509e+13,7.65367e+13
2.8619e+13,2.86919e+13,2.89096e+13,2.92687e+13,2.97642e+13,3.03894e+13,3.11366e+13,3.1997e+13,3.2962e+13,3.40225e+13,3.517e+13,3.63962e+13,3.76935e+13,3.90547e+13,4.04734e+13,4.19438e+13,4.34606e+13,4.50192e+13,4.66153e+13,4.82452e+13,4.99057e+13,5.15049e+13,5.23614e+13,5.32291e+13,5.41072e+13,5.49946e+13,5.58905e+13,5.67942e+13,5.77051e+13,5.86225e+13,5.95458e+13,6.04747e+13,6.14087e+13,6.23474e+13,6.32905e+13,6.42376e+13,6.51884e+13,6.61427e+13,6.71003e+13,6.80608e+13,6.90242e+13,6.99902e+13,7.09587e+13,7.19295e+13,7.29024e+13,7.38774e+13,7.48543e+13,7.5833e+13,7.68134e+13
3.06632e+13,3.07313e+13,3.09346e+13,3.12705e+13,3.17348e+13,3.23219e+13,3.30253e+13,3.38378e+13,3.47517e+13,3.57592e+13,3.68526e+13,3.80246e+13,3.92681e+13,4.05765e+13,4.19438e+13,4.33644e+13,4.48331e+13,4.63456e+13,4.78975e+13,4.94852e+13,5.11054e+13,5.20856e+13,5.29238e+13,5.37742e+13,5.46357e+13,5.55074e+13,5.63883e+13,5.72778e+13,5.81751e+13,5.90795e+13,5.99906e+13,6.09078e+13,6.18306e+13,6.27586e+13,6.36914e+13,6.46288e+13,6.55703e+13,6.65156e+13,6.74646e+13,6.8417e+13,6.93725e+13,7.0331e+13,7.12922e+13,7.22561e+13,7.32223e+13,7.41909e+13,7.51616e+13,7.61343e+13,7.7109e+13
3.27074e+13,3.27713e+13,3.2962e+13,3.32774e+13,3.37141e+13,3.42673e+13,3.49316e+13,3.57007e+13,3.6568e+13,3.75268e+13,3.85702e+13,3.96915e+13,4.08843e+13,4.21426e+13,4.34606e+13,4.48331e+13,4.62553e+13,4.77227e+13,4.92312e+13,5.07773e+13,5.18868e+13,5.26925e+13,5.35124e+13,5.43453e+13,5.51901e+13,5.60459e+13,5.69116e+13,5.77866e+13,5.867e+13,5.95613e+13,6.04597e+13,6.13648e+13,6.22761e+13,6.31931e+13,6.41154e+13,6.50426e+13,6.59744e+13,6.69105e+13,6.78506e+13,6.87945e+13,6.97418e+13,7.06924e+13,7.16461e+13,7.26026e+13,7.35619e+13,7.45237e+13,7.5488e+13,7.64544e+13,7.74231e+13
3.47517e+13,3.48117e+13,3.49913e+13,3.52886e+13,3.57007e+13,3.62236e+13,3.68526e+13,3.75824e+13,3.84073e+13,3.93213e+13,4.03182e+13,4.13922e+13,4.25374e+13,4.37481e+13,4.50192e+13,4.63456e+13,4.77227e+13,4.91463e+13,5.06124e+13,5.17668e+13,5.25372e+13,5.33239e+13,5.41256e+13,5.4941e+13,5.57691e+13,5.66089e+13,5.74593e+13,5.83195e+13,5.91889e+13,6.00667e+13,6.09522e+13,6.1845e+13,6.27445e+13,6.36501e+13,6.45616e+13,6.54784e+13,6.64003e+13,6.73268e+13,6.82577e+13,6.91927e+13,7.01315e+13,7.1074e+13,7.20198e+13,7.29688e+13,7.39208e+13,7.48756e+13,7.5833e+13,7.6793e+13,7.77553e+13
3.67959e+13,3.68526e+13,3.70223e+13,3.73034e+13,3.76935e+13,3.81891e+13,3.87863e+13,3.94804e+13,4.02664e+13,4.1139e+13,4.2093e+13,4.31228e+13,4.42231e+13,4.53889e+13,4.66153e+13,4.78975e+13,4.92312e+13,5.06124e+13,5.17267e+13,5.24592e+13,5.32102e+13,5.39782e+13,5.47618e+13,5.55599e+13,5.63713e+13,5.71949e+13,5.80299e+13,5.88754e+13,5.97306e+13,6.05947e+13,6.14672e+13,6.23474e+13,6.32349e+13,6.4129e+13,6.50293e+13,6.59355e+13,6.68471e+13,6.77638e+13,6.86852e+13,6.96111e+13,7.05412e+13,7.14752e+13,7.24129e+13,7.33541e+13,7.42985e+13,7.5246e+13,7.61964e+13,7.71496e+13,7.81054e+13
3.88401e+13,3.88939e+13,3.90547e+13,3.93213e+13,3.96915e+13,4.01625e+13,4.07307e+13,4.13922e+13,4.21426e+13,4.29772e+13,4.38912e+13,4.48797e+13,4.5938e+13,4.70614e+13,4.82452e+13,4.94852e+13,5.07773e+13,5.17668e+13,5.24592e+13,5.31721e+13,5.39041e+13,5.46537e+13,5.54196e+13,5.62005e+13,5.69952e+13,5.78029e+13,5.86225e+13,5.94531e+13,6.0294e+13,6.11444e+13,6.20037e+13,6.28712e+13,6.37464e+13,6.46288e+13,6.55178e+13,6.64131e+13,6.73142e+13,6.82209e+13,6.91326e+13,7.00492e+13,7.09702e+13,7.18956e+13,7.28249e+13,7.3758e+13,7.46946e+13,7.56346e+13,7.65778e+13,7.7524e+13,7.8473e+13
