0,0
1,8.0136e-14
1.001,8.02963e-14
1.002,8.0457e-14
1.003,8.0618e-14
1.00401,8.07793e-14
1.00501,8.0941e-14
1.00602,8.11029e-14
1.00702,8.12652e-14
1.00803,8.14278e-14
1.00904,8.15908e-14
1.01005,8.1754e-14
1.01106,8.19176e-14
1.01207,8.20815e-14
1.01308,8.22458e-14
1.01409,8.24103e-14
1.01511,8.25752e-14
1.01612,8.27405e-14
1.01714,8.2906e-14
1.01815,8.30719e-14
1.01917,8.32382e-14
1.02019,8.34047e-14
1.02121,8.35716e-14
1.02223,8.37388e-14
1.02325,8.39064e-14
1.02428,8.40743e-14
1.0253,8.42425e-14
1.02633,8.44111e-14
1.02735,8.458e-14
1.02838,8.47493e-14
1.02941,8.49188e-14
1.03044,8.50888e-14
1.03147,8.5259e-14
1.0325,8.54296e-14
1.03353,8.56006e-14
1.03457,8.57719e-14
1.0356,8.59435e-14
1.03664,8.61155e-14
1.03767,8.62878e-14
1.03871,8.64604e-14
1.03975,8.66334e-14
1.04079,8.68068e-14
1.04183,8.69805e-14
1.04287,8.71545e-14
1.04392,8.73289e-14
1.04496,8.75037e-14
1.046,8.76788e-14
1.04705,8.78542e-14
1.0481,8.803e-14
1.04915,8.82062e-14
1.05019,8.83827e-14
1.05124,8.85595e-14
1.0523,8.87367e-14
1.05335,8.89143e-14
1.0544,8.90922e-14
1.05546,8.92705e-14
1.05651,8.94491e-14
1.05757,8.96281e-14
1.05863,8.98075e-14
1.05968,8.99872e-14
1.06074,9.01672e-14
1.0618,9.03476e-14
1.06287,9.05284e-14
1.06393,9.07096e-14
1.06499,9.08911e-14
1.06606,9.1073e-14
1.06712,9.12552e-14
1.06819,9.14378e-14
1.06926,9.16208e-14
1.07033,9.18041e-14
1.0714,9.19878e-14
1.07247,9.21719e-14
1.07354,9.23563e-14
1.07462,9.25411e-14
1.07569,9.27263e-14
1.07677,9.29118e-14
1.07784,9.30977e-14
1.07892,9.3284e-14
1.08,9.34707e-14
1.08108,9.36577e-14
1.08216,9.38451e-14
1.08324,9.40329e-14
1.08433,9.42211e-14
1.08541,9.44096e-14
1.0865,9.45985e-14
1.08758,9.47878e-14
1.08867,9.49775e-14
1.08976,9.51675e-14
1.09085,9.5358e-14
1.09194,9.55488e-14
1.09303,9.574e-14
1.09413,9.59316e-14
1.09522,9.61235e-14
1.09631,9.63159e-14
1.09741,9.65086e-14
1.09851,9.67017e-14
1.09961,9.68952e-14
1.10071,9.70891e-14
1.10181,9.72834e-14
1.10291,9.7478e-14
1.10401,9.76731e-14
1.10512,9.78685e-14
1.10622,9.80644e-14
1.10733,9.82606e-14
1.10843,9.84572e-14
1.10954,9.86542e-14
1.11065,9.88516e-14
1.11176,9.90494e-14
1.11287,9.92476e-14
1.11399,9.94462e-14
1.1151,9.96452e-14
1.11622,9.98446e-14
1.11733,1.00044e-13
1.11845,1.00245e-13
1.11957,1.00445e-13
1.12069,1.00646e-13
1.12181,1.00848e-13
1.12293,1.01049e-13
1.12405,1.01252e-13
1.12518,1.01454e-13
1.1263,1.01657e-13
1.12743,1.01861e-13
1.12856,1.02064e-13
1.12969,1.02269e-13
1.13081,1.02473e-13
1.13195,1.02678e-13
1.13308,1.02884e-13
1.13421,1.0309e-13
1.13534,1.03296e-13
1.13648,1.03503e-13
1.13762,1.0371e-13
1.13875,1.03917e-13
1.13989,1.04125e-13
1.14103,1.04334e-13
1.14217,1.04542e-13
1.14332,1.04752e-13
1.14446,1.04961e-13
1.1456,1.05171e-13
1.14675,1.05382e-13
1.1479,1.05592e-13
1.14904,1.05804e-13
1.15019,1.06015e-13
1.15134,1.06228e-13
1.15249,1.0644e-13
1.15365,1.06653e-13
1.1548,1.06867e-13
1.15596,1.0708e-13
1.15711,1.07295e-13
1.15827,1.07509e-13
1.15943,1.07724e-13
1.16059,1.0794e-13
1.16175,1.08156e-13
1.16291,1.08372e-13
1.16407,1.08589e-13
1.16524,1.08807e-13
1.1664,1.09024e-13
1.16757,1.09242e-13
1.16874,1.09461e-13
1.1699,1.0968e-13
1.17107,1.099e-13
1.17224,1.10119e-13
1.17342,1.1034e-13
1.17459,1.10561e-13
1.17577,1.10782e-13
1.17694,1.11004e-13
1.17812,1.11226e-13
1.1793,1.11448e-13
1.18048,1.11671e-13
1.18166,1.11895e-13
1.18284,1.12119e-13
1.18402,1.12343e-13
1.1852,1.12568e-13
1.18639,1.12793e-13
1.18758,1.13019e-13
1.18876,1.13245e-13
1.18995,1.13471e-13
1.19114,1.13698e-13
1.19233,1.13926e-13
1.19353,1.14154e-13
1.19472,1.14382e-13
1.19591,1.14611e-13
1.19711,1.14841e-13
1.19831,1.1507e-13
1.19951,1.15301e-13
1.2007,1.15531e-13
1.20191,1.15763e-13
1.20311,1.15994e-13
1.20431,1.16226e-13
1.20551,1.16459e-13
1.20672,1.16692e-13
1.20793,1.16925e-13
1.20913,1.17159e-13
1.21034,1.17394e-13
1.21155,1.17629e-13
1.21277,1.17864e-13
1.21398,1.181e-13
1.21519,1.18336e-13
1.21641,1.18573e-13
1.21762,1.1881e-13
1.21884,1.19048e-13
1.22006,1.19286e-13
1.22128,1.19525e-13
1.2225,1.19764e-13
1.22372,1.20004e-13
1.22495,1.20244e-13
1.22617,1.20484e-13
1.2274,1.20726e-13
1.22863,1.20967e-13
1.22986,1.21209e-13
1.23109,1.21452e-13
1.23232,1.21695e-13
1.23355,1.21938e-13
1.23478,1.22182e-13
1.23602,1.22427e-13
1.23725,1.22672e-13
1.23849,1.22917e-13
1.23973,1.23163e-13
1.24097,1.2341e-13
1.24221,1.23657e-13
1.24345,1.23904e-13
1.2447,1.24152e-13
1.24594,1.244e-13
1.24719,1.24649e-13
1.24843,1.24899e-13
1.24968,1.25149e-13
1.25093,1.25399e-13
1.25218,1.2565e-13
1.25343,1.25901e-13
1.25469,1.26153e-13
1.25594,1.26406e-13
1.2572,1.26659e-13
1.25846,1.26912e-13
1.25971,1.27166e-13
1.26097,1.27421e-13
1.26223,1.27676e-13
1.2635,1.27931e-13
1.26476,1.28187e-13
1.26603,1.28443e-13
1.26729,1.28701e-13
1.26856,1.28958e-13
1.26983,1.29216e-13
1.2711,1.29475e-13
1.27237,1.29734e-13
1.27364,1.29993e-13
1.27491,1.30253e-13
1.27619,1.30514e-13
1.27746,1.30775e-13
1.27874,1.31037e-13
1.28002,1.31299e-13
1.2813,1.31562e-13
1.28258,1.31825e-13
1.28387,1.32089e-13
1.28515,1.32353e-13
1.28643,1.32618e-13
1.28772,1.32883e-13
1.28901,1.33149e-13
1.2903,1.33416e-13
1.29159,1.33683e-13
1.29288,1.3395e-13
1.29417,1.34218e-13
1.29547,1.34487e-13
1.29676,1.34756e-13
1.29806,1.35026e-13
1.29936,1.35296e-13
1.30066,1.35566e-13
1.30196,1.35838e-13
1.30326,1.3611e-13
1.30456,1.36382e-13
1.30587,1.36655e-13
1.30717,1.36928e-13
1.30848,1.37202e-13
1.30979,1.37477e-13
1.3111,1.37752e-13
1.31241,1.38028e-13
1.31372,1.38304e-13
1.31503,1.3858e-13
1.31635,1.38858e-13
1.31767,1.39136e-13
1.31898,1.39414e-13
1.3203,1.39693e-13
1.32162,1.39973e-13
1.32294,1.40253e-13
1.32427,1.40533e-13
1.32559,1.40814e-13
1.32692,1.41096e-13
1.32824,1.41379e-13
1.32957,1.41661e-13
1.3309,1.41945e-13
1.33223,1.42229e-13
1.33357,1.42514e-13
1.3349,1.42799e-13
1.33623,1.43084e-13
1.33757,1.43371e-13
1.33891,1.43658e-13
1.34025,1.43945e-13
1.34159,1.44233e-13
1.34293,1.44522e-13
1.34427,1.44811e-13
1.34562,1.45101e-13
1.34696,1.45391e-13
1.34831,1.45682e-13
1.34966,1.45974e-13
1.35101,1.46266e-13
1.35236,1.46558e-13
1.35371,1.46852e-13
1.35506,1.47145e-13
1.35642,1.4744e-13
1.35777,1.47735e-13
1.35913,1.4803e-13
1.36049,1.48327e-13
1.36185,1.48623e-13
1.36321,1.48921e-13
1.36458,1.49219e-13
1.36594,1.49517e-13
1.36731,1.49817e-13
1.36867,1.50116e-13
1.37004,1.50417e-13
1.37141,1.50718e-13
1.37279,1.51019e-13
1.37416,1.51322e-13
1.37553,1.51624e-13
1.37691,1.51928e-13
1.37828,1.52232e-13
1.37966,1.52536e-13
1.38104,1.52842e-13
1.38242,1.53147e-13
1.38381,1.53454e-13
1.38519,1.53761e-13
1.38657,1.54069e-13
1.38796,1.54377e-13
1.38935,1.54686e-13
1.39074,1.54995e-13
1.39213,1.55305e-13
1.39352,1.55616e-13
1.39492,1.55928e-13
1.39631,1.5624e-13
1.39771,1.56552e-13
1.3991,1.56866e-13
1.4005,1.57179e-13
1.4019,1.57494e-13
1.40331,1.57809e-13
1.40471,1.58125e-13
1.40611,1.58441e-13
1.40752,1.58758e-13
1.40893,1.59076e-13
1.41034,1.59394e-13
1.41175,1.59713e-13
1.41316,1.60033e-13
1.41457,1.60353e-13
1.41599,1.60674e-13
1.4174,1.60995e-13
1.41882,1.61318e-13
1.42024,1.6164e-13
1.42166,1.61964e-13
1.42308,1.62288e-13
1.4245,1.62613e-13
1.42593,1.62938e-13
1.42735,1.63264e-13
1.42878,1.63591e-13
1.43021,1.63918e-13
1.43164,1.64246e-13
1.43307,1.64575e-13
1.4345,1.64904e-13
1.43594,1.65234e-13
1.43738,1.65565e-13
1.43881,1.65896e-13
1.44025,1.66228e-13
1.44169,1.66561e-13
1.44313,1.66894e-13
1.44458,1.67228e-13
1.44602,1.67562e-13
1.44747,1.67898e-13
1.44891,1.68234e-13
1.45036,1.6857e-13
1.45181,1.68908e-13
1.45327,1.69246e-13
1.45472,1.69584e-13
1.45617,1.69924e-13
1.45763,1.70264e-13
1.45909,1.70604e-13
1.46055,1.70946e-13
1.46201,1.71288e-13
1.46347,1.71631e-13
1.46493,1.71974e-13
1.4664,1.72318e-13
1.46786,1.72663e-13
1.46933,1.73008e-13
1.4708,1.73355e-13
1.47227,1.73701e-13
1.47374,1.74049e-13
1.47522,1.74397e-13
1.47669,1.74746e-13
1.47817,1.75096e-13
1.47965,1.75446e-13
1.48113,1.75797e-13
1.48261,1.76149e-13
1.48409,1.76502e-13
1.48558,1.76855e-13
1.48706,1.77209e-13
